"","score","pvalue_low","pvalue_high"
"IRF7",0.12292802811437,0.623,0.377
"MEF2D",-1.47680431938559,0.024,0.976
"MEIS1",1.3089525965119,0.956,0.044
"MEIS2",0.205790951737488,0.66,0.34
"MEIS3",-0.189912066351286,0.323,0.677
"NFKB1",-0.28887390155546,0.284,0.716
"NFKB2",-0.491900609288051,0.196,0.804
"PKNOX2",0.313727071252085,0.667,0.333
"POU2F1",0.274835729353186,0.742,0.258
"POU6F2",0.857130457691416,0.915,0.085
"PROX1",0.676452541595174,0.813,0.187
"RFX2",-0.122833609916584,0.363,0.637
"SMAD3",0.70031212744426,0.816,0.184
"RUNX2",0.675020740422599,0.779,0.221
"MGA",0.320931528434507,0.688,0.312
"TBX19",0.106123225837514,0.599,0.401
"BHLHE40",0.247131148047678,0.706,0.294
"CLOCK",1.25781275742714,0.914,0.086
"HEY1",0.101775847183447,0.539,0.461
"MAX",-1.06009517339976,0.06,0.94
"MNT",-0.251062809850649,0.294,0.706
"OLIG1",0.332690264347948,0.702,0.298
"ATF7",1.02079554763271,0.863,0.137
"CEBPB",-0.165030873788193,0.346,0.654
"CEBPG",-1.52338027074106,0.062,0.938
"CREB3L1",0.470626915026544,0.789,0.211
"TEF",0.0550017025388051,0.546,0.454
"XBP1",-0.119904760983303,0.376,0.624
"FOXO6",1.17477913048178,0.943,0.057
"RXRB",-0.239327165027919,0.299,0.701
"RXRG",0.201121313479255,0.667,0.333
"TP53",0.278332450322013,0.664,0.336
"GMEB2",-1.7816813029394,0.006,0.994
"MTF1",0.414854450523749,0.718,0.282
"ELK1",-0.541329014014821,0.161,0.839
"HMBOX1",1.470357930766,0.964,0.036
"FOXK1",-0.525907523960228,0.181,0.819
"HIF1A",0.409396151065413,0.773,0.227
"NEUROD1",1.05503037736925,0.949,0.051
"NFIC",0.0290747161090326,0.541,0.459
"NFYA",0.160774272461546,0.619,0.381
"NR2F2",0.915736225322156,0.888,0.112
"PAX5",0.943117898688555,0.954,0.046
