"","score","pvalue_low","pvalue_high"
"ESRRB",1.45805413389843,0.967,0.033
"NR3C1",-0.406159371047082,0.207,0.792
"NR3C2",-0.243701114638271,0.278,0.721
"RARA",0.0261054364580598,0.518,0.482
"EGR3",-0.630262671533485,0.129,0.87
"EGR4",-0.248619531799716,0.256,0.744
"GLIS2",0.673103274112048,0.886,0.114
"GLIS3",0.0895149139003936,0.635,0.364
"HIC2",0.703877129614077,0.808,0.192
"KLF16",1.14751414832367,0.981,0.019
"ZNF143",1.28288080446785,0.9,0.1
"CUX1",-0.487091060410745,0.206,0.793
"ONECUT2",-1.8783418075113,0,0.999
"ELK3",-0.524948467392774,0.22,0.779
"ERF",2.03607212892675,0.985,0.015
"ETS1",-0.823692744811829,0.151,0.848
"ETV3",0.0170398184692084,0.488,0.512
"HSF2",-0.0705671663763063,0.399,0.6
"HSF4",0.346102723116231,0.809,0.191
"IRF7",0.681048260420784,0.872,0.128
"MEF2D",1.27164117146094,0.896,0.103
"MEIS1",-0.561069902823523,0.186,0.813
