X,Inter_value,PN_value,TN_value,MF_value,Index_value,BMI_value,Age_value,Inter_p,PN_p,TN_p,MF_p,Index_p,BMI_p,Age_p,TP_value,TP_p
KLF14,-1.806016391,0.611690773,0.866585467,-0.350913836,2.562613902,0.615050656,0.089423963,0.082076586,0.545859025,0.393805262,0.728376347,0.016281507,0.543670725,0.929405027,0.139140604,0.89037171
KLF15,-1.199081449,0.296063388,0.873802512,-0.570327762,2.396842436,0.21092167,-0.577732785,0.240914257,0.769446922,0.389931756,0.573171422,0.023726091,0.834532229,0.568231816,0.515341417,0.610508437
KLF16,-1.979918555,0.334731014,0.476445453,0.301948904,1.492972927,0.997020427,0.961566263,0.057989246,0.740414538,0.637590262,0.765004662,0.147038689,0.327606654,0.344800542,0.078339909,0.93813538
KLF17,-0.905466642,0.620224127,-0.033742164,1.172194469,-0.805110681,0.565612374,1.760242418,0.373227755,0.540310269,0.97333097,0.251358471,0.42778922,0.57632805,0.08969261,-0.758540041,0.45469875
KLF2,-1.859593747,0.591081193,0.224666546,-0.054435854,2.114099648,0.954295248,0.186060361,0.073872213,0.559382289,0.823930301,0.956988717,0.043885784,0.348400584,0.853788267,-0.469676239,0.642357542
KLF3,-1.740481723,0.762906366,0.776838584,-0.510850734,2.758152072,0.568656149,-0.23335383,0.093161739,0.452133703,0.444007047,0.613607524,0.010302388,0.57428946,0.817246805,-0.126174597,0.900528612
KLF4,-2.067835065,0.40157679,0.100819839,0.440901687,1.226731656,1.117194466,1.096013443,0.048360363,0.691156453,0.920438426,0.662794467,0.230513863,0.27375435,0.282753026,-0.370185567,0.714132379
KLF5,-2.08469316,0.218467029,0.40429282,0.228561963,1.415914611,1.03946926,1.115481252,0.046685023,0.828708145,0.689182201,0.82093169,0.168233705,0.30780604,0.274474431,0.143154634,0.88723109
KLF6,-2.079463252,0.72029651,0.812217159,-0.308615161,2.474725794,0.855915424,0.191974165,0.047199164,0.477532473,0.423770674,0.759982969,0.019906458,0.399576962,0.849198973,-0.041465492,0.967229919
KLF9,-2.574590223,0.424204293,-0.070021452,0.614321645,1.154979861,1.841484176,1.088556396,0.015837888,0.674777759,0.944692636,0.54414514,0.258218486,0.076562548,0.285971002,-0.565090994,0.576677609
LBX1,1.944856643,0.279490494,-0.695004997,1.708261944,-3.288992203,0.160202822,1.308990602,0.062276121,0.781998338,0.492990499,0.099061763,0.002797473,0.873913856,0.201569433,-1.012086289,0.320481198
LBX2,1.35765914,0.704558951,0.533267286,1.500064435,-2.269024369,-0.078182897,1.27832573,0.185811491,0.487118095,0.598211265,0.14520148,0.03147102,0.93825911,0.212014837,-0.298100529,0.767908418
LEF1,-0.2714379,-0.417657259,0.479398705,-0.005483666,-2.306805287,0.294538563,0.780273089,0.788118894,0.679500502,0.635515345,0.995665006,0.028971432,0.770599139,0.442017314,0.961071497,0.345044714
LHX1,1.064681343,-0.538839731,-0.557455843,1.514370011,-2.798297576,0.473447698,1.457332332,0.296449395,0.594412888,0.58180866,0.141551836,0.00936283,0.639699521,0.156558065,0.080464209,0.936461533
LHX2,1.012254773,0.128616577,0.472069338,1.3174327,-1.801221397,-0.135601106,1.595794281,0.320402122,0.898614321,0.640670388,0.198764491,0.082847551,0.89314256,0.122174608,0.315049057,0.755146425
LHX5,1.788748385,-0.056875279,-0.287498865,1.514317863,-3.093482799,-0.050861769,1.520936515,0.084882111,0.955063368,0.775925505,0.141565003,0.004563284,0.959810089,0.13990169,-0.216958956,0.829871407
LHX6,1.806109757,0.200915656,-0.324635111,1.70376171,-2.808783397,-0.219754414,1.287605504,0.082061635,0.842270393,0.747959139,0.099910399,0.009131054,0.827715426,0.208811114,-0.555027233,0.583445472
LHX9,1.85549037,0.241906665,-0.345250131,1.721690524,-3.148092011,0.061683055,1.319287523,0.07447455,0.810680429,0.732581643,0.096565495,0.003984215,0.951269587,0.198152271,-0.623286789,0.538326084
LMX1A,1.361490877,-0.240909896,-0.066897274,1.374850178,-2.57117543,-0.047231425,1.921038854,0.184612834,0.811444977,0.947156406,0.18048097,0.015963219,0.962676414,0.065343864,0.215753489,0.830801536
LMX1B,1.422351159,-0.373721353,-0.759806097,1.420631361,-2.290878386,0.102950364,1.419081184,0.166375162,0.711530242,0.453954101,0.166870147,0.030002316,0.918763217,0.167317315,-0.312132776,0.757337435
MAF,0.556973618,0.710734252,0.957411994,0.11316592,0.392210967,-1.652709709,0.858233934,0.582133485,0.483343732,0.346854334,0.910736259,0.697981324,0.109973184,0.398318269,0.112875033,0.910964698
MAF::NFE2,-0.200644671,0.946229815,0.995657836,-0.30723627,2.046131676,-1.605095594,0.443016326,0.842480187,0.352423377,0.328256413,0.76102082,0.050595611,0.120107305,0.661283244,-0.124796743,0.901608996
MAFA,0.569442977,0.753198777,1.039172944,-0.174936564,0.915111653,-1.911854336,0.70576008,0.573763064,0.457848284,0.307941299,0.862434728,0.368233965,0.066561538,0.486382646,0.143832707,0.886700742
MAFF,0.582859939,0.683453469,0.508653462,0.479918462,-0.045392288,-1.311645793,0.6314483,0.564824335,0.500143935,0.615126562,0.635150481,0.964128696,0.20068396,0.533057462,-0.297689082,0.768219077
MAFG,0.604530534,0.828298678,0.643085199,0.067869042,0.570995301,-1.68418983,0.564477199,0.550537852,0.414763476,0.525593232,0.946389998,0.57272525,0.103672712,0.577089264,-0.334520071,0.740571908
MAFK,-0.360358183,1.070984113,0.82930002,-0.243528537,2.291130576,-1.429423992,0.209393532,0.721383155,0.293657178,0.414206608,0.809436818,0.029985737,0.164351735,0.835712943,-0.434705508,0.667230891
MAX,-0.75656039,0.96630057,2.657113922,0.533679487,1.852143222,-1.017053699,0.280542056,0.455864567,0.34247,0.01307349,0.597929896,0.074969014,0.318155467,0.781200117,1.489890003,0.147843222
MAX::MYC,-0.478538151,1.113404021,2.995769602,0.370906004,1.365542148,-1.072392448,0.5710983,0.636119648,0.275349344,0.005805596,0.713601892,0.183352085,0.293035821,0.572656424,1.651778328,0.110164358
MAZ,-1.571335716,-0.191527063,-0.988546976,1.810608555,-0.929164726,1.156976117,2.510781743,0.127751199,0.849545751,0.331661589,0.081344001,0.36103688,0.257416018,0.018337479,-0.750718346,0.459315284
MEF2A,-0.684985225,0.884763269,-0.174093918,0.450781363,1.328115446,0.978300298,-1.023663231,0.49919204,0.384095918,0.863090436,0.655746514,0.195258394,0.336610694,0.315079045,-1.206267542,0.238178246
MEF2B,-0.540372913,1.151373538,-0.15335068,0.959809296,0.717293919,1.078547163,-1.120439855,0.593369863,0.259672822,0.87926212,0.345668151,0.479352874,0.290331302,0.272394021,-1.497581059,0.145842729
MEF2C,-0.547892118,0.880469881,-0.213534083,0.534591402,1.205333443,0.842966628,-0.943322917,0.588267402,0.386375092,0.832514666,0.597307646,0.238532576,0.406653095,0.353880834,-1.240134066,0.225595565
MEF2D,-0.563589515,0.932587241,-0.224522837,0.834140641,0.779334966,1.098235112,-1.08025192,0.577684866,0.359298289,0.824040977,0.411521227,0.442560267,0.281799329,0.289585341,-1.311913163,0.200594962
MEIS1,-0.690644481,-0.754750741,0.561315226,0.065380822,0.033403322,-0.023983693,0.664587594,0.495683984,0.456931821,0.579212221,0.948352494,0.97359868,0.981041996,0.511950947,1.436026044,0.162480704
MEIS1(var.2),0.16613756,-0.572805188,0.831070004,1.00019041,0.051966962,-0.87482245,1.427330808,0.869286552,0.571516432,0.413223424,0.326098442,0.958937594,0.389386318,0.164948513,1.489236406,0.148014243
MEIS2,-0.299893771,-0.229887217,1.020616764,0.474731599,-0.078063294,-0.8216651,1.244200502,0.766554913,0.819912165,0.316494456,0.638795774,0.938353361,0.418464349,0.224119056,1.275127331,0.213127695
MEIS2(var.2),0.100367439,-0.563570569,0.953785001,1.83312224,-0.416201957,-0.604957079,1.856981171,0.920794192,0.577697581,0.348654163,0.077832997,0.680552109,0.550258545,0.074255226,1.599431844,0.121362654
MEIS3,-0.764712439,-0.500050544,0.922547183,0.695382465,-0.096421693,-0.193971839,0.671918048,0.451075236,0.621090744,0.364414281,0.492757728,0.923897814,0.847649927,0.507345079,1.494353718,0.146679501
MEOX1,1.618350659,0.037179913,-0.446673799,1.570645034,-3.335898137,0.188501769,1.377895163,0.11721131,0.970615091,0.65867288,0.127911663,0.002484196,0.851893016,0.179549421,-0.483886976,0.632367725
MEOX2,1.357189683,-0.292760129,-0.61780194,1.757825217,-3.280055748,0.314816964,1.848636042,0.185958765,0.771943668,0.541882246,0.090110985,0.002861331,0.755320721,0.075490154,-0.266793566,0.791655248
MGA,-0.646546155,0.691648975,-1.970676612,-0.434181246,2.167628362,0.051103173,-1.349479737,0.52338422,0.495062775,0.059093341,0.667606826,0.03917223,0.959619507,0.188390522,-2.751834163,0.010458086
MITF,-0.683831177,0.663669855,1.867307475,0.264971097,1.979686854,-0.623122193,-0.346686027,0.499909117,0.5125292,0.072751288,0.793044181,0.058016703,0.538432621,0.731514683,1.065046373,0.296287171
MIXL1,1.300124319,-0.171403801,-0.552310936,1.633262812,-2.730776992,0.448907875,1.581779098,0.204548034,0.865184425,0.585278858,0.114022724,0.01099312,0.657080561,0.125345005,-0.344131332,0.73341336
MLX,-0.817629929,0.816751396,2.365804338,0.554938839,1.741954926,-0.478999304,-0.239713953,0.420725584,0.4212189,0.025427278,0.58350509,0.092899241,0.635795783,0.812362547,1.377543775,0.179656728
MLXIPL,-0.860158252,0.748116389,2.295656102,0.509227448,1.769480658,-0.384647567,-0.307010024,0.397275497,0.460857144,0.029689631,0.61472958,0.088108819,0.703511698,0.761191152,1.388638924,0.176292729
MNT,-0.704086312,0.732669895,1.866472861,0.770307317,1.235780738,-0.725243096,0.11922429,0.487407664,0.470073078,0.072871857,0.447805718,0.227184362,0.474542203,0.905980332,0.983536935,0.334075181
MNX1,1.424016039,-0.396603083,-0.467579015,1.570174087,-2.651729952,0.008415584,1.285941514,0.165897094,0.694777535,0.643837707,0.128021172,0.013239143,0.993347288,0.209382844,0.00275349,0.997823279
MSANTD3,-0.231287328,0.682192792,1.147008678,0.830218598,0.19979163,-1.148188776,0.42033084,0.818835402,0.500928133,0.261441056,0.413696178,0.843140682,0.260962126,0.677570279,0.33318844,0.741565609
MSC,1.092057443,-0.453577407,0.705040243,0.019655941,-2.148712333,-0.277131651,0.74837313,0.284456936,0.653757704,0.486823324,0.984462377,0.040783436,0.783789774,0.460704869,1.225552699,0.23095033
MSGN1,0.968240891,-0.17159381,1.94531243,0.213847394,-2.290352682,-0.062167258,0.343150419,0.341517925,0.865036488,0.062218663,0.832272774,0.030036904,0.950887569,0.734142844,2.118689127,0.043462668
MSX1,0.877691467,0.695415386,1.324365747,1.154761525,-1.512180384,-0.281716287,1.355159699,0.387854669,0.492737429,0.196483558,0.258306366,0.142105582,0.780309068,0.186596644,0.492596269,0.62627998
MSX2,0.877691467,0.695415386,1.324365747,1.154761525,-1.512180384,-0.281716287,1.355159699,0.387854669,0.492737429,0.196483558,0.258306366,0.142105582,0.780309068,0.186596644,0.492596269,0.62627998
MTF1,0.167783456,-0.692892522,-1.103110654,0.459162989,-2.655679505,1.207339019,0.4206951,0.86800408,0.494294337,0.279714487,0.64979249,0.013117434,0.237772288,0.67730747,-0.277394078,0.783590412
MXI1,-0.289231306,-0.60550086,0.336074385,0.086391553,-0.526493375,-0.719142992,1.784378986,0.774613663,0.549902577,0.739412612,0.93179266,0.602844217,0.478231351,0.085604859,1.039415608,0.307830528
MYB,0.23624386,-0.929217648,-0.941385233,0.251722914,-1.697881445,-0.228203656,1.371548738,0.815026464,0.361009954,0.354854579,0.803161412,0.101028495,0.821207393,0.181495256,0.158414755,0.875308909
MYBL1,-0.795193553,0.04634571,0.5119737,-0.954004848,0.79520576,0.104307775,-0.493807533,0.43343614,0.963375806,0.612831861,0.348544889,0.433429162,0.917696097,0.625435427,0.450598853,0.655876423
MYBL2,-1.66449803,-0.140011525,1.041103527,1.117639022,0.536101493,0.581439208,-0.343666082,0.107577368,0.889690136,0.307060793,0.273567722,0.596277913,0.565767505,0.733759324,1.190228925,0.244316794
MYC,-0.92806639,1.224113276,2.762420577,0.619189532,1.970937477,-0.787679393,0.368584193,0.361595999,0.231484066,0.010198431,0.540981417,0.059061926,0.437744963,0.715312058,1.292241639,0.207224489
MYCN,-0.668168557,1.422112572,3.387637013,-0.117180227,2.43883546,-1.076140605,0.379349993,0.509698082,0.166443761,0.002177936,0.907584569,0.02159028,0.291386678,0.707395208,1.677156134,0.105053542
MYF5,0.907328155,-0.022866748,0.970548974,0.072795183,-1.825703644,-0.397567954,1.276059677,0.372260505,0.981924726,0.340387729,0.942505702,0.078975258,0.694074487,0.212802834,0.983678279,0.334006925
MYF6,0.923463728,-0.440212073,0.664606793,-0.04958853,-1.96519645,0.1229238,0.359993042,0.363945263,0.663287612,0.511938854,0.96081531,0.059756699,0.90307789,0.721653077,1.170057251,0.25220278
MYOD1,0.977007076,-0.336083843,0.195709074,0.18971712,-1.898256712,-0.037483395,0.644059748,0.337238864,0.73940556,0.846303337,0.850949882,0.068400518,0.970375352,0.524970702,0.585970703,0.562762008
MYOG,1.226639626,-0.369810331,0.881821033,0.071576494,-2.29420012,-0.462757651,1.345003465,0.230547911,0.714408738,0.385656885,0.943466516,0.029784605,0.647246155,0.189813689,1.301899778,0.203948881
MZF1,-0.679506871,1.826879402,-0.228932122,1.449958639,-1.115585765,0.540314498,0.853116072,0.502601189,0.078793268,0.820646893,0.158587913,0.274430464,0.593409586,0.401100062,-2.362018417,0.02564224
MZF1(var.2),-0.695718384,-0.435569235,-1.32431879,1.518519436,-1.304290137,1.009214203,1.56942467,0.492550631,0.666611725,0.196498939,0.140507269,0.203144354,0.321831246,0.128195592,-0.796406082,0.432743279
NEUROD1,0.89357702,0.248183514,1.94372544,-0.461589051,-0.893822775,-0.73066827,1.354011233,0.379444376,0.805870333,0.062418925,0.648073475,0.379315203,0.471275146,0.18695828,1.626249674,0.115513212
NEUROD2,0.000666157,0.216217519,2.513960301,0.060134984,-1.350028435,0.442803364,0.024024021,0.999473381,0.830443464,0.018204791,0.952491035,0.188216645,0.661435371,0.981010125,2.225867974,0.034564038
NEUROG1,-0.223478246,-0.037108702,2.077712407,-0.225698537,-1.088972756,0.726863286,0.303897683,0.824845572,0.970671345,0.047372406,0.82313563,0.285790642,0.473565145,0.763535555,2.091969653,0.045977967
NEUROG2,0.506154833,0.020259229,2.112606826,-0.346222692,-0.950270222,-0.090419751,0.668596439,0.616856055,0.983985557,0.044024201,0.73185891,0.350404277,0.928621117,0.509429259,2.059290435,0.049229716
NEUROG2(var.2),0.854267063,0.158426554,1.895094008,-0.457631635,-0.902077008,-0.660113691,1.32441018,0.400473374,0.875299703,0.06883452,0.650878566,0.37499324,0.514773275,0.196469006,1.683259253,0.10385452
NFATC2,0.326347474,0.965468307,1.452950104,0.109792851,-0.307222149,-0.308692422,0.233177013,0.74667768,0.342878923,0.157761892,0.913385655,0.761031451,0.75992483,0.8173827,0.303585843,0.763770579
NFATC3,0.306705135,1.256407581,1.90477796,0.310333455,0.126968159,-0.504927234,0.041331077,0.761420711,0.219730547,0.067513131,0.758690299,0.899906464,0.617706595,0.967336084,0.408862093,0.685865892
NFATC4,0.327443716,1.163084053,1.879931391,0.660881815,-0.517881211,-0.34649394,0.06309311,0.745857689,0.254972064,0.070948551,0.514288103,0.608758941,0.731657383,0.95015714,0.493493626,0.625654249
NFE2,-0.506568131,0.965552961,1.155481974,-0.258908762,2.237101718,-1.339390631,0.383780778,0.616569824,0.342837314,0.258016471,0.797669351,0.033733545,0.191610015,0.704146563,0.010190228,0.991944438
NFE2L1,-0.28234304,0.969982133,1.080524055,-0.289642049,2.079338471,-1.538471966,0.454556288,0.77983359,0.340665059,0.289466388,0.774302739,0.047211492,0.135571607,0.653062044,-0.068895867,0.945580225
NFIA,0.940507708,0.343343076,1.978909619,0.126907689,-1.760127016,-0.543421293,2.177308513,0.35529615,0.733999549,0.058108893,0.89995387,0.089712546,0.591298681,0.038369983,1.549663781,0.132865574
NFIB,-0.31130753,0.689025904,2.794062203,-0.924224781,0.065635631,-0.872114844,2.360903204,0.757957819,0.496685886,0.00945801,0.363556116,0.948151507,0.390835356,0.025705877,1.949154291,0.061736183
NFIC,1.13535723,0.113015538,0.997554553,-0.303381603,-2.197621701,-0.562728935,1.725239667,0.266204153,0.910854356,0.327352193,0.76392452,0.036734289,0.578262574,0.095914685,0.851408575,0.402030901
NFIC::TLX1,-0.513683928,0.852001698,2.958814119,-1.050858844,0.40165455,-0.626839631,1.572151133,0.611651441,0.401707405,0.006354564,0.302638501,0.6910999,0.536029176,0.127561968,1.921016938,0.065346747
NFIC(var.2),-0.365450982,0.872094855,3.542141578,-1.156887598,0.363434123,-1.084400568,2.153917369,0.717622266,0.390846067,0.001465497,0.257451563,0.719110801,0.287775691,0.040334273,2.472667859,0.019999639
NFIL3,0.580863927,-1.854955551,-2.990505906,0.190400938,-1.939202572,1.366415009,0.883574964,0.56614964,0.074553368,0.005880935,0.850419326,0.062992756,0.183081336,0.384725866,-0.77944085,0.442498965
NFIX,0.695498967,0.36044264,1.843402194,-0.625566872,-1.805062566,-0.157338877,2.107672407,0.492685898,0.721320728,0.076273669,0.536851413,0.082229455,0.87614851,0.044484501,1.396060922,0.174070233
NFIX(var.2),-0.377448521,0.810529123,3.443464588,-1.057735334,0.161608499,-1.043948964,2.476059117,0.708791097,0.424723101,0.00188848,0.299548248,0.872817434,0.305766249,0.019846299,2.447367731,0.021178516
NFKB1,-1.388277949,-0.154094092,-3.309369581,1.676654924,-0.229638977,2.059293988,-0.852486761,0.17640139,0.878681582,0.002656957,0.105152523,0.820103113,0.049229351,0.401442971,-3.082768162,0.004685977
NFKB2,-1.445803448,-0.137258555,-3.146708671,1.679888142,-0.25433417,1.907222903,-0.627122016,0.159741001,0.891844874,0.003997974,0.104515383,0.801164454,0.06718302,0.535846839,-2.942075267,0.006619131
NFYA,-0.514748579,1.664694201,3.09680239,-1.408290073,2.637057683,0.177119405,-2.886348393,0.610917143,0.107537871,0.004525898,0.170456535,0.013700573,0.860736609,0.007577243,1.106732482,0.278172933
NFYB,6.99E-05,1.754295186,3.213685979,-1.817006569,2.483494778,-0.188435848,-2.88874555,0.999944706,0.090724951,0.00338151,0.080332678,0.019513873,0.851944178,0.007533458,1.117200328,0.273751888
NFYC,-0.473662724,1.715628512,3.175063439,-1.382160051,2.712660595,0.021893854,-2.842046869,0.639548123,0.097685721,0.003724863,0.17825102,0.011473873,0.982693631,0.008431083,1.124335028,0.270767791
NHLH1,1.337315851,-0.047954313,0.886306387,0.049220912,-2.005750707,-0.880813313,1.208810742,0.192277359,0.962105618,0.383278871,0.961105556,0.054998673,0.386192458,0.237215527,0.929953686,0.360635605
NHLH2,1.235027093,0.177138682,0.763646841,-0.027752295,-1.431976448,-1.120618075,1.440714371,0.227460267,0.860721616,0.451699561,0.978063829,0.163626342,0.27231946,0.161162361,0.545797401,0.589686704
NKX2-2,-0.873429099,0.914348317,1.308905045,0.975787347,-0.012719991,-0.226682801,1.530165624,0.39013157,0.368627581,0.201598015,0.337832064,0.989944714,0.822377888,0.137608903,0.221338929,0.826493984
NKX2-3,0.174316468,-0.272312734,0.600814689,0.855296315,-1.432892729,-0.009435574,1.145235356,0.862917248,0.78745328,0.55297415,0.399913496,0.163366563,0.992540987,0.262161948,0.910823393,0.370448803
NKX2-5,-0.305984899,1.258930845,2.109083668,0.622991018,0.463973792,-1.175557537,1.094809288,0.761963084,0.218831596,0.044352418,0.538517534,0.646385667,0.25003411,0.283270899,0.607352119,0.548691612
NKX2-8,0.239885382,-0.456901006,0.604318207,1.025682108,-1.377080189,0.056823442,1.357625554,0.812231004,0.651397022,0.550676914,0.314143484,0.179798375,0.955104278,0.185822024,1.13012964,0.268361571
NKX6-1,1.788748385,-0.056875279,-0.287498865,1.514317863,-3.093482799,-0.050861769,1.520936515,0.084882111,0.955063368,0.775925505,0.141565003,0.004563284,0.959810089,0.13990169,-0.216958956,0.829871407
NKX6-2,1.788748385,-0.056875279,-0.287498865,1.514317863,-3.093482799,-0.050861769,1.520936515,0.084882111,0.955063368,0.775925505,0.141565003,0.004563284,0.959810089,0.13990169,-0.216958956,0.829871407
NKX6-3,1.069724875,0.665174551,1.143342517,1.02266035,-1.721840222,-0.807691532,1.117125609,0.294213543,0.511581304,0.262933024,0.315544506,0.09653797,0.426327106,0.273783265,0.349474299,0.729444389
NOTO,1.648440625,0.211918092,-0.393527636,1.644055569,-3.113604078,0.20719241,1.364215311,0.11085173,0.833762557,0.697020291,0.111760228,0.004341126,0.837414323,0.18376425,-0.635819564,0.530246983
NR1D1,-1.351126741,1.745106805,-0.418942894,1.073388637,1.414257824,1.286048094,-0.82396732,0.187868978,0.092339736,0.678572045,0.292596865,0.168714754,0.209346188,0.417177619,-2.453742233,0.020875612
NR1D2,-0.243327683,1.710600961,0.811195641,1.230075865,-0.463298432,0.111336171,1.020686276,0.809590801,0.098623085,0.424346878,0.229279157,0.646863461,0.912173318,0.316462111,-1.200504312,0.240370672
NR1H2::RXRA,-1.490248315,0.040243173,0.942968438,-0.252384527,1.414469143,-0.12917575,-2.43541163,0.147749533,0.968195366,0.354058837,0.802655314,0.168653337,0.898176067,0.021757571,0.88268571,0.385197717
NR1H4,1.011334129,0.528318787,1.273102605,0.754196926,-0.91966059,-1.598048789,1.277921559,0.320834379,0.601594065,0.213834482,0.457258734,0.365894028,0.121670844,0.21215522,0.637449642,0.529200973
NR1H4::RXRA,1.299263953,-0.128025765,0.546928077,1.546970013,-2.21679704,-0.76856222,1.015170798,0.204838863,0.899077407,0.588920393,0.133512824,0.035248048,0.448823983,0.319035659,0.688967702,0.496721934
NR1I2,0.240551928,0.211235796,-1.147742988,0.782723208,1.136468418,-0.465396061,-2.082279668,0.811719594,0.834289569,0.261142969,0.440601171,0.265747196,0.645379965,0.046921667,-1.378660418,0.179315902
NR1I3,-0.716723492,-0.275350496,-0.217872848,-1.794849627,2.224204025,-0.507329303,-1.870768927,0.479699162,0.785143284,0.829166423,0.083881622,0.034688608,0.616042834,0.072253083,0.107168882,0.915447371
NR2C1,-0.278682186,1.165789546,2.163740162,-0.134149481,2.224757233,-1.970248158,0.433363321,0.782612075,0.253894984,0.039498678,0.894279348,0.034647148,0.059144971,0.668193517,0.770158721,0.44789237
NR2C2,-2.315489409,0.677573992,1.108620688,1.330723848,1.33890382,-0.118675923,-0.533366907,0.028423005,0.503807106,0.277371685,0.194409629,0.191766434,0.906410666,0.598143258,0.300739861,0.76591656
NR2C2(var.2),-0.095303488,0.642665153,2.016009264,-0.292255685,1.263812037,-1.624901782,0.561034242,0.924777589,0.525861676,0.053849231,0.772325169,0.217100523,0.115801523,0.579401062,1.236225115,0.227021796
NR2F1,-1.096907492,1.0573384,-0.305446652,0.422063867,2.192905584,0.221556016,-1.332418015,0.28236896,0.299726021,0.76236849,0.676320292,0.037108358,0.826326675,0.193859886,-1.53758233,0.135788625
NR2F1(var.2),-1.507597012,0.596740465,1.656830301,0.153203132,1.658249704,-0.399693919,-2.068635565,0.143270384,0.555651822,0.109130715,0.87937735,0.108841764,0.692526396,0.04827962,0.935785973,0.35767841
NR2F1(var.3),0.010348744,0.931742376,1.057094693,1.230722271,-0.587604353,-0.865151224,1.2039873,0.991819133,0.359726952,0.299835206,0.229041074,0.561680495,0.394577966,0.239043898,-0.047280272,0.962637844
NR2F2,-0.657186246,1.070572029,1.895310636,-0.276143538,0.469609447,-0.820170576,-0.037530124,0.516624645,0.293839166,0.068804718,0.784540562,0.642404659,0.41930097,0.970338438,0.616837924,0.542508554
NR2F6(var.3),0.474953445,-0.040326071,-0.008855335,0.644737032,-0.699066952,-0.774540053,0.80606344,0.638639672,0.968129888,0.992999665,0.524538295,0.490488904,0.445341682,0.4272491,0.038424916,0.969631605
NR3C1,0.235411261,0.024726578,0.331282322,0.691048678,-2.218625725,0.394683226,1.534733356,0.81566597,0.980454901,0.742988802,0.495433964,0.035109179,0.696177253,0.136485511,0.297722125,0.768194126
NR3C2,0.283505788,-0.13315973,0.25445605,0.380062404,-2.044444089,0.314561456,1.425532804,0.778951716,0.895054566,0.80107128,0.706872487,0.050773189,0.755512617,0.165462507,0.40660062,0.687506441
NR4A1,-0.314451379,1.291015008,3.083480106,-0.972808428,1.768764109,-2.074482361,0.064560028,0.755595294,0.207643378,0.004677727,0.3392838,0.088230806,0.047693494,0.94899994,1.530566,0.137510134
NR4A2,-0.731150622,1.12548192,2.466730916,-0.613464469,1.850092728,-1.454776771,0.649648901,0.470985308,0.270290306,0.020270717,0.544703238,0.075273324,0.157259198,0.521408126,1.116035023,0.274241526
NR4A2::RXRA,1.031489423,0.241072082,0.873136249,0.532285453,-1.244300453,-0.687237348,0.624052429,0.311463104,0.811320563,0.390288322,0.598881722,0.224082856,0.497794328,0.537830658,0.578989643,0.567395555
NR5A1,-0.467737214,0.31829487,0.382149378,0.530374381,-1.880290617,0.695751386,1.292317189,0.643726002,0.752710283,0.705342043,0.600187751,0.070897823,0.492530287,0.207198711,0.004586105,0.996374548
NR6A1,-0.273990631,0.319798959,1.594526723,-0.417835963,-0.585099126,-0.465992751,-1.181451107,0.786177116,0.75158227,0.122458595,0.679371415,0.563339445,0.644958243,0.247725677,1.198202997,0.241250314
NRF1,0.749698786,-1.058534338,-1.003230795,-0.139629151,1.395307393,-0.788104407,-1.458025181,0.459919088,0.299190627,0.324656376,0.889989367,0.174294863,0.437500556,0.156368411,0.248655444,0.805508992
NRL,0.672464043,0.629168606,0.917110774,0.420342156,-0.572460524,-1.247231494,0.659905887,0.507002941,0.53452633,0.367204423,0.677562114,0.571746534,0.223023268,0.514904574,0.168519335,0.867430806
OLIG1,-0.157182571,-0.18921426,2.188622638,-0.246158221,-1.173955138,0.557366954,0.148161803,0.876270501,0.851340083,0.037451033,0.807421525,0.250664484,0.581868528,0.883316055,2.379192118,0.024680267
OLIG2,-0.051467037,-0.086842014,2.866891792,0.1236316,-1.380407101,0.417868835,0.249413609,0.959332253,0.931437938,0.007941648,0.902522742,0.178783791,0.679347671,0.804928584,2.928238691,0.006845685
OLIG3,-0.083752514,-0.541786866,2.265254001,-0.00565637,-1.559463093,0.636833838,0.24616909,0.933871092,0.592408735,0.031730899,0.995528481,0.130532643,0.529596,0.807413198,2.867036433,0.007938879
ONECUT1,-0.899491502,-0.349798454,-0.369298568,0.711999616,-0.040543193,1.034743973,-0.109680493,0.376343556,0.729203839,0.714785712,0.482572412,0.967958391,0.309967943,0.913473926,0.044923817,0.964498645
ONECUT2,-0.258534707,-0.488861871,-0.400842911,1.04435405,-1.442237647,1.184214588,0.121485399,0.797954979,0.628887042,0.691690283,0.305582265,0.160735861,0.246648701,0.904206224,0.176438324,0.861266376
ONECUT3,-0.348996584,-0.355065865,-0.484811666,0.417534096,-0.374007415,0.908338078,-0.317275285,0.729798946,0.725298937,0.631720112,0.679589475,0.711319871,0.371736432,0.753475253,-0.062809848,0.950380608
OSR1,0.125367888,-1.302090487,-2.565168572,-0.309828643,-1.588389726,1.322998175,-0.029092292,0.901161134,0.203884605,0.016185922,0.759069994,0.123841261,0.196931871,0.977004962,-1.006571615,0.323076876
OSR2,1.032277894,-0.019325885,0.442811967,0.163793069,-1.734088585,-0.941734214,1.259148872,0.311100415,0.984723246,0.661429225,0.871113991,0.094308179,0.354679074,0.218754052,0.459201347,0.649765296
OTX1,-0.523852253,-0.11389833,-0.274564317,-0.074181492,1.353145425,-0.505909241,-0.220368483,0.604655201,0.910161122,0.785740925,0.941412844,0.187231272,0.61702617,0.827242011,-0.137524789,0.891636457
OTX2,1.314779683,-0.181673508,-1.573148416,0.621706122,-2.345596594,0.434588905,-0.443810114,0.199642708,0.85719599,0.127330845,0.539349657,0.026594003,0.667314496,0.660716341,-1.338644149,0.19184991
